deal_id|deal_name|account_id|rep_id|stage|lead_source|deal_type|amount|probability_pct|created_date|expected_close_date|close_date
1071|Fincher Architects SpA - Enterprise License|46|7|Closed Won|Website|Renewal|39000.00|100|2025-08-09|2025-09-15|2025-09-07
1072|Best For You Organics Ltd - Reporting Add-on|36|10|Closed Won|Referral|New Business|24000.00|100|2025-05-17|2025-06-21|2025-05-29
1073|Wingtip Toys BV - Cloud Subscription|39|2|Closed Lost|Website|Renewal|83500.00|0|2025-01-20|2025-03-03|2025-03-05
1074|Parnell Aerospace SARL - Support Renewal|30|1|Closed Won|Website|Upsell|25500.00|100|2025-04-07|2025-07-25|2025-08-21
1075|Southridge Video GmbH - Cloud Subscription|1|7|Negotiation|Website|New Business|43500.00|75|2025-12-07|2026-04-27|
1076|Trail Frames Chalet Inc - Support Renewal|18|3|Closed Lost|Partner|New Business|24000.00|0|2025-04-17|2025-07-22|2025-07-04
1077|Humongous Insurance Ltd - Reporting Add-on|33|9|Prospecting|Partner|Renewal|8500.00|10|2026-09-14|2026-12-21|
1078|Relecloud Inc - Cloud Subscription|15|12|Closed Won|Outbound|Renewal|12500.00|100|2025-01-01|2025-02-12|2025-02-04
1079|Consolidated Messenger GmbH - Support Renewal|4|12|Prospecting|Outbound|New Business|22500.00|10|2026-08-30|2026-12-10|
1080|Northwind Traders AB - Migration Project|51|9|Negotiation|Outbound|New Business|43000.00|75|2026-05-13|2026-08-13|
1081|Wide Field Robotics SARL - Analytics Suite|31|5|Closed Won|Outbound|Renewal|8000.00|100|2025-11-09|2026-01-14|2025-12-14
1082|Tall Poppies Ltd - Cloud Subscription|37|8|Closed Lost|Website|Renewal|58500.00|0|2026-01-01|2026-02-10|2026-02-20
1083|Adventure Works SpA - Cloud Subscription|45|10|Closed Won|Referral|New Business|27500.00|100|2026-02-02|2026-04-13|2026-04-17
1084|First Up Consultants SARL - Reporting Add-on|29|7|Negotiation|Referral|New Business|39500.00|75|2025-10-29|2026-01-07|
1085|Fincher Architects SpA - Cloud Subscription|46|2|Closed Won|Website|New Business|66500.00|100|2025-02-19|2025-03-12|2025-04-23
1086|Bellows College Inc - Migration Project|22|2|Closed Lost|Referral|New Business|28000.00|0|2026-04-13|2026-07-19|2026-08-10
1087|City Power & Light SL - Support Renewal|49|9|Closed Won|Referral|New Business|33000.00|100|2025-07-28|2025-11-15|2025-11-12
1088|Prose Ware Systems Inc - Migration Project|19|9|Closed Won|Partner|Renewal|7000.00|100|2025-05-08|2025-09-05|2025-09-27
1089|Relecloud Inc - Analytics Suite|15|11|Closed Lost|Website|Renewal|42500.00|0|2025-06-18|2025-07-09|2025-06-30
1090|First Up Consultants SARL - Data Platform|29|6|Proposal|Partner|Upsell|23000.00|50|2026-07-08|2026-11-10|
1091|VanArsdel SARL - Training Package|27|5|Negotiation|Trade Show|Renewal|18500.00|75|2026-06-02|2026-07-18|
1092|Winsome Apparel AB - Migration Project|50|10|Proposal|Outbound|New Business|8500.00|50|2025-12-08|2026-01-01|
1093|Liberty Delightful Sinful Bakery Ltd - Reporting Add-on|35|1|Closed Lost|Partner|New Business|19500.00|0|2025-02-09|2025-06-27|2025-07-05
1094|Tres Chic Boutique BV - Support Renewal|42|7|Negotiation|Referral|Renewal|39000.00|75|2025-12-07|2026-03-15|
1095|Tres Chic Boutique GmbH - Enterprise License|2|1|Proposal|Outbound|Renewal|11500.00|50|2025-12-16|2026-02-24|
1096|Consolidated Messenger GmbH - Reporting Add-on|4|11|Closed Lost|Website|New Business|180000.00|0|2025-01-13|2025-03-27|2025-02-20
1097|Munson's Pickles GmbH - Data Platform|13|10|Closed Won|Outbound|New Business|12500.00|100|2025-10-03|2026-01-08|2026-03-03
1098|Consolidated Messenger GmbH - Cloud Subscription|4|11|Closed Lost|Website|New Business|71500.00|0|2025-05-03|2025-09-14|2025-09-05
1099|Winsome Apparel AB - Enterprise License|50|9|Closed Won|Outbound|Renewal|33000.00|100|2025-03-23|2025-04-16|2025-04-04
1100|Best For You Organics Ltd - Reporting Add-on|36|7|Closed Lost|Outbound|Renewal|27000.00|0|2025-11-08|2026-02-18|2025-12-24
1101|Litware AB - Support Renewal|52|7|Qualification|Website|New Business|26500.00|25|2026-04-27|2026-05-28|
1102|Fourth Coffee GmbH - Analytics Suite|8|4|Negotiation|Outbound|New Business|18000.00|75|2025-09-02|2025-10-29|
1103|Northwind Traders GmbH - Cloud Subscription|11|11|Prospecting|Website|New Business|31500.00|10|2026-07-21|2026-12-04|
1104|Relecloud Sp. z o.o. - Data Platform|55|5|Closed Lost|Website|New Business|42500.00|0|2025-04-14|2025-05-20|2025-04-26
1105|Adventure Works GmbH - Cloud Subscription|5|10|Negotiation|Partner|Renewal|122500.00|75|2025-11-18|2026-04-06|
1106|Proseware BV - Cloud Subscription|40|1|Closed Lost|Website|Upsell|13500.00|0|2026-03-10|2026-05-29|2026-06-16
1107|Wingtip Toys BV - Analytics Suite|39|8|Prospecting|Trade Show|New Business|28500.00|10|2026-09-17|2026-10-22|
1108|Fourth Coffee GmbH - Migration Project|8|11|Proposal|Trade Show|Renewal|117500.00|50|2026-04-18|2026-05-16|
1109|Fincher Architects SpA - Training Package|46|3|Closed Won|Referral|Renewal|16000.00|100|2026-03-26|2026-05-18|2026-05-25
1110|Contoso Inc - Enterprise License|21|2|Closed Won|Website|New Business|51500.00|100|2025-10-19|2026-02-01|2026-02-20
1111|Trey Research GmbH - Support Renewal|57|7|Closed Won|Outbound|New Business|86000.00|100|2025-03-29|2025-06-23|2025-06-26
1112|Tall Poppies Ltd - Support Renewal|37|9|Closed Won|Outbound|New Business|52000.00|100|2026-05-24|2026-08-12|2026-08-06
1113|Contoso Inc - Analytics Suite|21|12|Closed Won|Website|Renewal|77500.00|100|2025-03-21|2025-05-16|2025-05-21
1114|Winsome Apparel AB - Reporting Add-on|50|8|Closed Won|Referral|New Business|13000.00|100|2025-02-08|2025-04-01|2025-04-12
1115|City Power & Light GmbH - Analytics Suite|9|2|Negotiation|Referral|Renewal|26500.00|75|2026-07-30|2026-11-22|
1116|VanArsdel SARL - Support Renewal|27|10|Closed Won|Website|Renewal|28500.00|100|2025-02-23|2025-05-29|2025-06-11
1117|Fourth Coffee GmbH - Cloud Subscription|8|7|Negotiation|Trade Show|New Business|32500.00|75|2026-07-25|2026-08-29|
1118|Lucerne Publishing Ltd - Analytics Suite|38|2|Qualification|Partner|Renewal|19000.00|25|2026-06-05|2026-09-21|
1119|City Power & Light GmbH - Migration Project|9|2|Closed Lost|Partner|New Business|19500.00|0|2025-01-20|2025-06-03|2025-05-12
1120|Southridge Video BV - Cloud Subscription|41|11|Closed Won|Trade Show|New Business|25500.00|100|2026-07-08|2026-10-09|2026-09-30
1121|VanArsdel SARL - Data Platform|27|7|Closed Won|Referral|New Business|31000.00|100|2025-04-19|2025-07-01|2025-05-19
1122|Blue Yonder Airlines Inc - Enterprise License|23|10|Negotiation|Outbound|Renewal|11000.00|75|2026-06-17|2026-08-10|
1123|Munson's Pickles Sp. z o.o. - Migration Project|53|10|Closed Won|Website|New Business|19500.00|100|2025-08-10|2025-12-28|2025-11-30
1124|Fourth Coffee SL - Cloud Subscription|48|6|Closed Lost|Partner|Renewal|34500.00|0|2025-07-20|2025-12-05|2025-10-31
1125|Humongous Insurance Ltd - Migration Project|33|6|Prospecting|Trade Show|Upsell|35000.00|10|2026-08-06|2026-11-21|
1126|Contoso Inc - Analytics Suite|21|4|Negotiation|Outbound|New Business|17500.00|75|2025-10-13|2026-02-27|
1127|Southridge Video GmbH - Enterprise License|1|4|Proposal|Outbound|New Business|12500.00|50|2025-06-10|2025-08-19|
1128|Margie's Travel GmbH - Training Package|7|11|Closed Won|Website|New Business|18000.00|100|2025-07-14|2025-11-23|2025-11-23
1129|Southridge Video BV - Analytics Suite|41|12|Closed Lost|Outbound|New Business|15500.00|0|2025-10-16|2026-01-15|2026-02-23
1130|Liberty Delightful Sinful Bakery Ltd - Cloud Subscription|35|1|Proposal|Partner|Renewal|61500.00|50|2026-08-13|2026-11-06|
1131|Litware AB - Enterprise License|52|8|Closed Lost|Partner|Renewal|33000.00|0|2025-09-18|2025-12-29|2025-11-24
1132|Prose Ware Systems Inc - Support Renewal|19|8|Prospecting|Partner|New Business|14500.00|10|2026-09-11|2026-11-17|
1133|Northwind Traders AB - Enterprise License|51|1|Closed Won|Outbound|New Business|11000.00|100|2026-02-18|2026-05-24|2026-05-09
1134|Prose Ware Systems Inc - Migration Project|19|3|Closed Lost|Trade Show|Renewal|39500.00|0|2025-12-15|2026-02-04|2025-12-29
1135|Lamna Healthcare Ltd - Analytics Suite|34|7|Closed Won|Trade Show|New Business|67500.00|100|2025-06-07|2025-10-01|2025-09-28
1136|Graphic Design Institute AG - Training Package|60|4|Qualification|Outbound|New Business|48500.00|25|2026-08-17|2026-11-02|
1137|City Power & Light GmbH - Analytics Suite|9|4|Qualification|Referral|Renewal|180000.00|25|2025-09-22|2026-01-27|
1138|Best For You Organics Ltd - Data Platform|36|3|Closed Lost|Website|New Business|17000.00|0|2025-11-03|2026-02-27|2026-02-14
1139|First Up Consultants SARL - Cloud Subscription|29|3|Qualification|Outbound|Upsell|36500.00|25|2025-10-04|2026-02-09|
1140|Wide World Importers Inc - Reporting Add-on|24|12|Closed Won|Website|Renewal|52500.00|100|2026-02-08|2026-03-09|2026-03-08
1141|Winsome Apparel AB - Enterprise License|50|9|Prospecting|Trade Show|Renewal|99500.00|10|2025-10-28|2026-01-07|
1142|Adventure Works SpA - Support Renewal|45|12|Negotiation|Partner|Renewal|67000.00|75|2025-10-16|2025-11-14|
1143|The Phone Company SARL - Analytics Suite|28|2|Closed Won|Partner|New Business|167500.00|100|2026-04-28|2026-06-05|2026-07-16
1144|Wide World Importers Inc - Migration Project|24|4|Closed Won|Outbound|Renewal|9000.00|100|2026-01-10|2026-03-03|2026-01-27
1145|Contoso Inc - Training Package|21|5|Closed Lost|Referral|Upsell|9500.00|0|2025-11-05|2026-01-19|2026-01-22
1146|Tailspin Toys Inc - Cloud Subscription|25|3|Closed Won|Referral|New Business|17000.00|100|2026-08-05|2026-11-27|2026-09-30
1147|The Phone Company SARL - Support Renewal|28|4|Negotiation|Partner|New Business|12500.00|75|2026-01-06|2026-05-12|
1148|Tres Chic Boutique BV - Data Platform|42|11|Closed Won|Website|New Business|34000.00|100|2025-04-03|2025-05-07|2025-05-22
1149|Litware AB - Data Platform|52|4|Closed Won|Trade Show|New Business|24000.00|100|2025-05-23|2025-10-20|2025-09-23
1150|Nod Publishers GmbH - Enterprise License|3|4|Closed Lost|Outbound|New Business|44000.00|0|2025-02-16|2025-03-27|2025-02-28
1151|Nod Publishers GmbH - Data Platform|3|11|Closed Won|Partner|Upsell|72500.00|100|2025-09-02|2025-10-03|2025-10-25
1152|Coho Winery Sp. z o.o. - Migration Project|54|1|Qualification|Referral|Renewal|13000.00|25|2026-01-03|2026-04-03|
1153|VanArsdel SARL - Training Package|27|2|Prospecting|Outbound|Upsell|47000.00|10|2026-02-07|2026-06-07|
1154|Relecloud Inc - Cloud Subscription|15|2|Proposal|Website|Renewal|25500.00|50|2026-03-26|2026-05-08|
1155|City Power & Light SL - Enterprise License|49|2|Negotiation|Website|Renewal|24000.00|75|2026-04-28|2026-05-24|
1156|Graphic Design Institute AG - Training Package|60|5|Closed Won|Website|Upsell|20500.00|100|2026-01-09|2026-02-08|2026-02-09
1157|Lamna Healthcare Ltd - Cloud Subscription|34|7|Closed Won|Referral|New Business|148000.00|100|2026-05-30|2026-06-21|2026-06-11
1158|Fourth Coffee GmbH - Training Package|8|9|Closed Lost|Outbound|Upsell|27500.00|0|2025-12-04|2026-02-19|2026-02-10
1159|Adventure Works SpA - Data Platform|45|9|Negotiation|Outbound|New Business|79000.00|75|2026-05-09|2026-06-29|
1160|Prose Ware Systems Inc - Support Renewal|59|2|Proposal|Website|New Business|36500.00|50|2026-01-30|2026-03-01|
1161|Wide World Importers Inc - Training Package|24|5|Proposal|Website|New Business|57000.00|50|2026-05-05|2026-09-14|
1162|Fabrikam SARL - Cloud Subscription|32|8|Prospecting|Partner|New Business|5000.00|10|2026-07-08|2026-09-26|
1163|Lamna Healthcare Ltd - Data Platform|34|11|Negotiation|Referral|Renewal|17000.00|75|2025-10-25|2026-03-21|
1164|Best For You Organics Ltd - Migration Project|36|2|Negotiation|Outbound|Renewal|6500.00|75|2025-12-07|2026-02-10|
1165|Margie's Travel GmbH - Enterprise License|7|1|Closed Won|Referral|New Business|64500.00|100|2025-01-20|2025-05-12|2025-04-05
1166|Munson's Pickles Sp. z o.o. - Training Package|53|11|Proposal|Referral|Renewal|35500.00|50|2025-11-06|2026-02-23|
1167|Munson's Pickles Sp. z o.o. - Cloud Subscription|53|11|Closed Lost|Trade Show|New Business|16500.00|0|2026-08-03|2026-12-01|2026-09-30
1168|Lamna Healthcare Ltd - Reporting Add-on|34|5|Negotiation|Website|New Business|22500.00|75|2026-07-07|2026-10-15|
1169|The Phone Company SARL - Reporting Add-on|28|5|Closed Won|Website|Renewal|14000.00|100|2025-07-07|2025-08-16|2025-08-12
1170|Trail Frames Chalet Inc - Data Platform|58|4|Qualification|Referral|New Business|18500.00|25|2026-07-03|2026-11-08|
1171|Trail Frames Chalet Inc - Migration Project|58|5|Negotiation|Website|Renewal|15000.00|75|2026-02-13|2026-04-06|
1172|Bellows College Inc - Training Package|22|9|Closed Lost|Outbound|New Business|6000.00|0|2025-06-15|2025-09-27|2025-09-20
1173|Munson's Pickles Sp. z o.o. - Reporting Add-on|53|12|Proposal|Outbound|New Business|40500.00|50|2026-06-27|2026-10-23|
1174|Lamna Healthcare Ltd - Analytics Suite|34|10|Negotiation|Referral|New Business|19500.00|75|2026-06-03|2026-09-16|
1175|Prose Ware Systems Inc - Reporting Add-on|59|1|Closed Lost|Outbound|New Business|19000.00|0|2025-03-08|2025-05-01|2025-04-23
1176|Lucerne Publishing Ltd - Enterprise License|38|5|Closed Won|Outbound|New Business|35500.00|100|2025-07-29|2025-11-10|2025-10-20
1177|Lamna Healthcare Ltd - Data Platform|34|10|Closed Won|Partner|Renewal|56000.00|100|2025-02-26|2025-06-18|2025-07-07
1178|Fincher Architects GmbH - Support Renewal|6|1|Negotiation|Referral|New Business|61500.00|75|2025-09-21|2025-12-20|
1179|Proseware BV - Data Platform|40|9|Negotiation|Referral|Renewal|21000.00|75|2026-02-18|2026-03-26|
1180|City Power & Light SL - Support Renewal|49|1|Closed Won|Partner|Upsell|22000.00|100|2026-01-05|2026-04-21|2026-04-02
1181|VanArsdel SARL - Reporting Add-on|27|8|Closed Won|Website|Renewal|14500.00|100|2025-05-02|2025-08-16|2025-08-25
1182|Contoso Inc - Migration Project|21|3|Qualification|Outbound|New Business|8500.00|25|2026-06-28|2026-09-11|
1183|Winsome Apparel AB - Support Renewal|50|6|Qualification|Outbound|Renewal|37000.00|25|2026-07-09|2026-08-09|
1184|Woodgrove Bank Inc - Cloud Subscription|16|10|Closed Lost|Outbound|Upsell|169500.00|0|2025-06-14|2025-09-27|2025-08-15
1185|Wingtip Toys BV - Support Renewal|39|2|Closed Lost|Outbound|New Business|26000.00|0|2025-08-12|2025-11-09|2025-10-25
1186|Margie's Travel GmbH - Migration Project|7|11|Negotiation|Partner|Renewal|43500.00|75|2026-02-26|2026-06-07|
1187|Northwind Traders GmbH - Data Platform|11|6|Closed Won|Referral|Renewal|86000.00|100|2026-05-26|2026-06-29|2026-08-15
1188|The Phone Company SARL - Support Renewal|28|12|Closed Won|Referral|Renewal|32000.00|100|2025-08-30|2025-11-30|2026-03-02
1189|Proseware BV - Enterprise License|40|9|Qualification|Trade Show|Renewal|69000.00|25|2026-07-20|2026-08-11|
1190|Southridge Video BV - Enterprise License|41|3|Proposal|Partner|Renewal|10500.00|50|2026-01-10|2026-05-23|
1191|VanArsdel SARL - Analytics Suite|27|7|Closed Won|Referral|New Business|48000.00|100|2025-12-06|2026-03-01|2026-04-06
1192|Margie's Travel SL - Migration Project|47|11|Closed Won|Referral|New Business|37000.00|100|2025-01-02|2025-04-01|2025-04-06
1193|Litware AB - Enterprise License|52|12|Closed Lost|Partner|New Business|64000.00|0|2025-06-24|2025-09-03|2025-08-05
1194|Nod Publishers SpA - Cloud Subscription|43|4|Proposal|Website|New Business|26000.00|50|2026-09-12|2026-12-14|
1195|Trey Research GmbH - Training Package|57|12|Negotiation|Partner|New Business|17000.00|75|2026-04-02|2026-05-01|
1196|Wingtip Toys BV - Training Package|39|7|Negotiation|Trade Show|Renewal|44000.00|75|2025-12-20|2026-05-13|
1197|Prose Ware Systems Inc - Data Platform|19|2|Proposal|Referral|New Business|47500.00|50|2025-12-05|2026-02-21|
1198|Parnell Aerospace SARL - Analytics Suite|30|4|Prospecting|Website|New Business|90500.00|10|2025-11-15|2025-12-17|
1199|Coho Winery Sp. z o.o. - Data Platform|54|9|Qualification|Website|New Business|15000.00|25|2026-07-18|2026-08-08|
1200|Trail Frames Chalet Inc - Reporting Add-on|58|12|Closed Won|Outbound|Renewal|27500.00|100|2025-02-28|2025-05-22|2025-07-24
